仿杈ountry Name,Country Code,Series Name,Series Code,1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
South Africa,ZAF,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,20.64188502,21.19047587,21.05696733,21.91194168,21.6156639,22.17681899,22.63294065,22.7303618,22.93480056,22.05935101,23.27375059,23.04928455,23.93203435,25.95573554,25.26858376,24.66002836,25.57618128,28.66542694,26.28322923,25.48044959,23.5467785,23.70352132,23.41804421,24.32919722,25.39626193,25.53140435,26.20290414,26.70936662,25.67377702,26.75056569,25.37632903,25.52168318,26.94789124,28.83402439,30.12366552,30.3226691,29.62263875,27.46777332,28.10996244,28.18586211,28.38146491,29.48360587,30.48855073,..
South Africa,ZAF,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.027,1.03431,1.03765,..,..,1.02141,..,..,..,1.01308,1.01409,1.00733,1.0247,1.03475,1.04897,1.0671,1.08215,1.09813,1.10578,1.10313,1.10081,1.09388,1.07878,1.06967,1.079,..,..
South Africa,ZAF,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,51.22579186,52.02858656,53.54996293,53.48158872,54.65512809,55.71127277,54.64350031,53.08747931,50.95632692,51.1618052,51.68939826,52.20633885,50.79235956,48.39567851,45.42833789,47.88876944,50.05578572,50.85372991,52.00881958,51.19307513,51.07748469,52.74444259,52.61473436,53.86008221,55.27282533,57.08404914,59.77628214,60.2862104,60.3909949,61.26597779,62.20449988,63.0922216,63.85944362,65.08857713,64.81938337,64.08162929,63.78739072,65.92269298,66.65598589,67.05622195,68.0029612,67.35147643,65.47733394,66.63574817,67.21072607,67.54657771,67.88310085,67.78744996,68.05121729,68.93548708
South Africa,ZAF,Surface area (sq. km),AG.SRF.TOTL.K2,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090,1219090
South Africa,ZAF,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,17.75214649,18.32320134,17.9635044,18.91446711,18.80510892,19.69294522,19.74325122,19.88959736,19.7560981,19.1964665,20.50520262,20.39109696,21.62609489,23.43296876,22.57103694,22.40233142,23.50045121,26.11134948,23.84202504,23.61196361,21.25864642,21.77522205,21.53465373,22.42024596,23.20648905,23.53247511,24.38836711,24.13045843,23.3436966,24.18561841,23.27842807,23.0375563,24.28208038,25.74328988,27.26985602,27.59605268,26.81321589,24.3968035,25.04150129,25.16907369,25.51997115,26.08555263,26.62303185,..
South Africa,ZAF,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.58,..,..,..,..,..,..,..,..,..,3.03,..,..,..,..,..,..,..,..,..,..,..,..,..,10.24,..
South Africa,ZAF,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,36,33,33,31,22,22,22,19,19,19,46,46
South Africa,ZAF,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.367588654,9.541040281,11.58376788,17.23319185,12.17172588,12.11431373,9.868365439,11.36016037,13.10992523,8.393798924,6.370572666,6.416912269,8.679527142,4.23525075,6.937376703,5.952421357,5.647964371,4.761275015,7.841666023,7.522164392,8.584686128,..
South Africa,ZAF,Urban population growth (annual %),SP.URB.GROW,2.418568149,2.381584374,2.37298899,2.384957631,2.391504978,2.431989784,2.416720494,2.389451342,2.356919,2.325158623,2.285262246,2.229293505,2.23228338,2.321323863,2.487489359,2.77344829,2.845604715,2.902954307,2.933495897,3.173624579,3.638694597,3.560209363,3.437722431,3.274463973,3.063686658,3.049924703,3.003267626,3.018298791,3.035389065,3.050773524,3.104102107,3.161214626,3.214839177,3.270409908,3.324350841,2.881450022,2.111249306,2.223029223,2.241691187,2.255737188,2.273677022,2.292105676,2.312654482,2.327173611,2.347145172,2.36603184,2.387046496,2.396045978,2.412088138,2.427260481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 08/10/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
