Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mexico,MEX,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.48994,70.37812,76.00197,76.24665,80.33423,83.11952,84.43141,84.31306,85.08266,88.06504,86.38248,88.022,88.77958,88.61528,88.39128,86.66276,86.40092,87.81292,88.84702,90.58654,93.59057,95.21862,94.89413,..,94.57435,95.0646,95.42043,96.3493,95.88364,97.2031,97.43583,97.11737,97.02297,95.40584,92.98161,92.57442,92.60792,98.85065,102.82186,..,..
Mexico,MEX,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,21.14591,22.83125,25.54614,28.24807,30.65731,34.28358,37.19692,38.86797,42.19309,44.8879,48.291,52.6202,54.51869,55.76455,55.18579,55.4243,54.86029,54.28585,53.78431,52.67737,51.8368,52.01745,52.82501,54.4587,56.80064,59.40044,61.84128,65.41217,67.47894,69.91109,71.46404,73.81749,77.30063,78.55181,79.23291,80.90894,81.81571,83.25813,82.57072,83.18589,83.52263,85.09176,87.03738,..,..
Mexico,MEX,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.8855,0.87244,..,0.8906,0.87355,0.86284,0.91715,0.91772,0.93134,0.9418,0.95177,0.95306,0.94089,0.94773,0.94945,0.96294,0.96517,0.96608,0.97081,0.96801,0.97554,0.96643,0.97398,0.97551,0.98049,0.97896,0.97844,0.98393,0.99184,0.99969,1.00744,1.01662,1.02861,1.02622,1.02632,1.02902,1.03028,1.03239,1.0339,1.03189,1.02977,1.02916,1.02584,..,..
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,..
Mexico,MEX,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,697600,695696,693792,691888,689984,688080,686176,684272,682368,680464,678560,677014,675468,673922,672376,670830,669660,668490,667320,666150,664980,664064,663148,662232,661316,660400
Mexico,MEX,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.99741977230429,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.0756627907556,..,..,..,..,13.1077548028989,..,..,..,..,14.1667143457261,..,14.6803928626875,..
Mexico,MEX,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.3,83,83.6,84.3,85,85.6,86.2,86.8,87.4,88,88.6,89.2,89.7,90.3,90.9,91.4,92,92.5,93,93.6,94.1,94.6,95.1,95.6,96.1,96.1
Mexico,MEX,Improved sanitation facilities (% of population with access),SH.STA.ACSN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.2,67.1,68,68.9,69.8,70.7,71.5,72.3,73.1,73.9,74.7,75.5,76.3,77.1,77.8,78.6,79.4,80.1,80.9,81.6,82.3,83,83.7,84.4,85.1,85.2
Mexico,MEX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,799.944887845015,856.81120941959,917.471637182741,946.601310413798,971.614442203929,1010.69779733778,1063.78037111495,1159.14058987987,1240.45606070381,1371.88897706817,1431.39089977933,1465.05024708126,1349.89520307432,1380.85892975033,1404.69505161638,1338.59942078891,1379.33314200742,1368.12600703843,1400.60886531149,1430.93850997958,1465.7960561258,1452.97190575926,1429.9735968022,1449.35753889464,1376.02467837941,1382.718928578,1398.88398183012,1419.55107349274,1448.7800366893,1408.55529678989,1424.27816970031,1412.86939871743,1467.26493790936,1485.56113571175,1537.09261660081,1534.152863398,1551.28978351957,1572.87888935073,1500.42484047423,1486.02715102628,1525.35269911867,1545.49833444011,1545.77545264648,1510.11919344987,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.65338228937023,1.65774980406342,1.56974441808638,1.58230540955291,1.71686144595955,1.68627772365402,1.75894377685108,1.89969863304425,1.9223142403873,2.0285790288254,2.19245329878753,2.35182830190284,2.38751037421058,2.51893011305674,2.62322657814933,2.70191887788093,2.94056450288867,2.99742682726552,3.37216466282562,3.55856772667831,3.87206064637142,4.01024513612902,4.201876426771,3.75596870489253,3.66640869843469,3.73113506996909,3.73145673783021,3.814730900858,3.7345593643192,4.31312048323058,3.67122326888294,3.73651326096193,3.68868500041011,3.63580803994653,3.75696323642027,3.47667541847642,3.5503843818123,3.66651974594036,3.75443846779045,3.77822065070437,3.72058829909057,3.79545237540952,3.71155150380954,3.79759166236327,3.80358132459011,3.9676193457395,3.99784272008753,4.05576203736111,4.12698810791117,3.85714959914776,3.75209081638195,3.87610761080744,..,..,..,..
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,501.437586582776,543.38377932638,572.627014675344,615.445851316697,642.261528085989,679.526363481418,720.604005483939,776.244212984437,821.040101430474,866.971809742641,906.51625470691,960.812218173638,980.691868387434,1019.66146605423,1058.77136144971,1077.02814870452,1122.07773045875,1155.58691844376,1209.96438651386,1161.9751493656,1268.20310043568,1287.54286427625,1279.90665165596,1363.22043125772,1378.34596493251,1445.32676742803,1514.63620551576,1571.84970709147,1610.94623823044,1717.44403847966,1744.64468927215,1753.75058379659,1719.34437274579,1817.73470373346,1869.74865834798,1877.5600270336,1905.74680040213,1908.34666916627,1863.53515829716,1903.9848254485,2074.24448867813,2037.24123975331,2056.96440755519,..,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13056164925.448,14153954349.0897,15221053213.1887,16936337667.6289,20070134740.9317,21829715343.8799,24337233447.211,26556372081.1913,29363632833.6558,32515754313.9575,35541711470.3873,39200879415.8614,45178119326.7936,55271303176.3935,71976542927.466,88003982688.6386,89023916066.8009,81825780563.8082,102517450025.753,134540322292.806,194356825709.199,250083027275.13,173720847690.773,148866911934.175,175632163244.416,184473097296.041,129440191340.197,140263673924.031,183144276294.09,222977042346.502,262709785592.711,314453895611.752,363609268789.416,503962814551.767,527318769550.83,343792780638.899,397404138184.313,480554647428.728,502010268264.169,579459682094.357,683647980782.407,724703571306.821,741559499084.745,713284260879.765,770267585947.191,866346483685.297,965281191371.844,1043471321169.09,1101275278668.79,894948748436.748,1051128603513.77,1171187519660.64,1186598324461.82,1261832901816.47,1297845522512.7,1144331343172.45
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.9999999999998,4.6644146680021,8.106886929974,11.905480764756,7.09999999999975,6.09613930067485,5.85492487788488,9.42327881868161,3.41862002602123,6.50248403316553,3.76246768665263,8.2288073102134,7.86111986073654,5.77682723127617,5.74448504894774,4.41744413515264,3.39063970727456,8.9569423269019,9.69817013836949,9.23325198406452,8.7726005614668,-0.627902609898882,-4.19629657455178,3.61018091194585,2.59338413903107,-3.75391988098608,1.85574699185187,1.24543805834819,4.19829325913848,5.06830631231927,4.22225071565867,3.62865871385674,4.06142585407207,4.72735482911108,-5.75868237989781,5.87476668289335,6.96288880136974,4.70184241601579,2.66701314742662,5.29647383846377,-0.605492390087392,0.131917168641934,1.42267124240306,4.2957142512237,3.03257365857694,4.94451434826912,3.20412301672219,1.40029037023363,-4.70033886285106,5.11019848994361,4.04461387888593,4.01817386885878,1.34536241963883,2.25031646693301,2.54686997094976
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,3.24591179656855,2.74669586831877,2.92513328699427,5.89596856525121,1.55663762264697,5.08084453696176,3.0828622004211,1.04883618919717,7.07431630562681,2.63246652831756,6.29606348056133,6.48525267254144,13.4244367357814,23.1121009498767,15.6254981637559,19.3553822431031,30.4637851318015,16.0056475021542,19.6341822324531,33.4090995929624,26.0094583379683,60.9223272696247,90.4705490805441,59.0934782917519,56.7407126167063,73.6194650677701,139.65875845693,112.705606191297,26.5282494769265,28.1304929098677,23.2506194435146,14.4110336692061,34.0815060651758,8.23295710818843,31.5800338540544,29.2492467526002,17.7988047883517,15.1141344540198,17.65210013715,10.8175392546191,5.37321381031637,5.62251496336764,5.96574749172743,8.31070666267976,5.40904696609836,6.18290931296303,5.02281099734046,6.00125274209972,3.53693541013497,4.48515814278088,5.28786861865076,3.25245432694732,1.76158427493789,4.68977204722614,2.513814996655
Mexico,MEX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,13.7419337462789,12.5967331531588,12.2883593820898,11.45043414828,10.9484121977847,12.7334341465192,12.6115947461213,11.5212545049358,12.1455470590522,12.0383046181541,11.8140408228753,11.2100704415267,11.1610153064215,10.9131493150322,9.84851819085987,8.99562343250532,8.96472577206454,8.14258082738029,8.45074669640189,9.39246701256669,10.0719946897111,10.3009212897851,9.67887480117454,7.89950833746444,7.75382548525379,7.84787690861645,7.52452792205922,6.68398617490315,4.48475654404311,4.30250229690129,4.36766274936523,4.71983865605201,4.37469987022803,4.20636587753898,3.95379677346257,3.53531324882053,3.66546994717651,3.57639670988001,3.58614159642496,3.57519330375816,3.37019049174229,3.19520469176241,3.32006056513964,3.29099253404323,3.52347030611257,3.46027397884411,3.35219289619722,3.5214512317903,3.52323452643904,3.54750742569579,3.70613406195922
Mexico,MEX,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,26.8057238256147,27.330762982728,28.2164405653653,28.7343755805459,29.2497283228156,32.1522211277527,31.1461971049373,31.3496217604883,31.2374213345142,32.352691666422,32.3832030178829,32.0675281919351,32.8636174135678,32.7408666675124,33.4364927878282,33.6489543655067,33.1741572862891,33.4112539919312,35.2296114138144,34.9427939307522,35.2671312572035,34.9072629046637,37.9954599693534,32.1069382435383,29.371763785655,28.418501909662,28.0326129858556,28.09935728741,31.8627303108761,30.9929689781657,32.4700991232357,34.6885539351392,34.5701901867255,33.8022807738924,34.0627445400868,34.8580098567041,33.0251016417851,32.8761127605823,33.7122856425892,35.3787601650144,35.1727900781268,36.4292126589945,36.0999737363487,36.5558510293067,34.2895383506469,35.0863423473207,36.3221534724316,36.3503448845937,34.3961903554123,34.2932510038821,32.7143722540672
Mexico,MEX,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,59.4523424280681,60.0725038640446,59.4952000525135,59.8151902711456,59.8018594793997,55.1143447257281,56.2422081489414,57.1291237345759,56.6170316064336,55.609003715424,55.8027561592418,56.7224013665382,55.9753672800107,56.3459840174554,56.7149890213119,57.3554222019879,57.8611169416464,58.4461651806885,56.3196418897837,55.6647390566811,54.6608740530853,54.7918158055511,52.325665229472,59.9935534189973,62.8744107290913,63.7336211817215,64.4428590920851,65.2166565376868,63.6525131450808,64.7045287249331,63.1622381273991,60.5916074088088,61.0551099430464,61.9913533485686,61.9834586864506,61.6066768944753,63.3094284110383,63.5474905295377,62.7015727609858,61.0460465312274,61.457019430131,60.3755826492431,60.5799656985117,60.1531564366501,62.1869913432405,61.4533836738352,60.3256536313712,60.128203883616,62.0805751181487,62.1592415704221,63.5794936839736
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,8.49498815162043,8.41607788798779,8.55725055518891,8.33176573746587,7.63682116211611,7.63784570201664,7.46572931909616,6.86867907725666,7.0370583262464,7.53817961536166,7.7498799157452,7.64023664774872,8.0640805770581,8.41333506443054,8.41140691611978,6.89414242882459,8.49002854405897,10.3176255055596,10.4691888360129,11.190915369598,10.7052984347257,10.4087556747245,15.3310989794756,19.0024048692917,17.3811366778736,15.4148915722455,17.3407412317212,19.498267776785,19.927874027508,18.9969416386761,18.6007926706848,16.364870655779,15.2377932478298,12.1412755343991,13.3365503518247,25.1735063714478,26.72858685047,25.2309332319862,25.7489271488853,25.4816914491087,26.2767044118625,23.6441256878902,23.462546925634,24.8961465738012,26.233685674828,26.5677272507675,27.6010925789207,27.7405852166831,27.8981786298626,27.2804305480435,29.871650866862,31.2643333965175,32.6449560138839,31.7794468930656,32.3137021379203,35.3356219519122
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.6492362498553,10.6197938790048,10.0947514970422,9.96749313797348,9.8582694937363,9.52716027784738,9.00746575032493,9.0106884970091,9.3524938642139,9.2607907110333,9.6517804207068,8.7190899796127,8.83418787678637,9.46629375706424,10.5758898343327,9.61965540105548,9.86747104218238,10.2207436509697,11.0378896122051,12.452905758314,12.9739182100516,12.9357369155311,10.3155629234115,9.42100741600353,9.55264409076886,10.3338469947368,13.434244233577,13.3859822019915,18.5378300166275,19.0617318060501,19.7053901044648,19.2724517635204,20.2715398113521,13.8243699664732,15.960597690065,20.9380886039468,23.995538922956,24.0892250815346,26.0271708820251,25.7872096499223,26.8543468507975,24.883921252508,24.9085366593447,26.3391238571593,27.992727188001,28.0087189860465,28.8540030486397,29.3241666387369,30.1729083737744,28.7543632718988,31.0748839162427,32.5121867050135,33.7633630159436,32.6665628295781,33.3833798074223,37.4610399033595
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.346092730788,17.5712362891746,16.4321882835463,18.3990679373502,18.8739369837344,20.2703877002382,19.4426697666938,20.1592292194815,19.3869185990069,19.6431802355041,22.7252980948132,20.2413007054944,20.3230767460001,21.3854625177651,23.1798403657725,23.6912183430241,22.289071162331,22.8424658108337,23.6014758120558,25.9507144437294,27.157221130923,27.3838695494311,22.9111961007887,20.7505142089158,19.8608662948038,21.1754682167285,18.5382382715238,19.2605549502944,22.5608651724957,22.9428885003318,23.1416152169065,23.328600356903,23.2916312981762,18.871600906565,19.5791155969195,16.926085034032,18.9624846900474,19.5797582877092,21.6525725549161,21.9218393237952,22.5054710859179,20.9295845766301,19.9741526380085,21.8865226915676,22.6552416666722,22.2711632569606,23.5074796850663,23.3919595180386,24.4362963785576,22.9068640872212,22.0559606336771,22.2600126458037,23.0510459066969,21.6660436566692,21.545150832612,22.7217867735901
Mexico,MEX,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3302721347895,14.8878842897467,15.4187961750072,11.9231541819089,11.9288989749297,12.7350793696141,12.727278040279,12.2909218091495,10.9240962939795,11.4453483160293,12.5399468901645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.54514321577446,-0.000316073066416905,0.978109360672132,0.187307350791321,-0.00168562666563619,-0.513878142188011,-0.110727265970875,-1.26253788510437,-1.36838195620098,-1.4023443002375,-0.995374334090873,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,6
Mexico,MEX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.534066738391691,0.898634923451024,..,0.719877445073605,0.889696099727573,0.668358312222898,0.403865872468365,0.990094178599474,2.03537506127606,2.08390076873711,2.11955025275326,4.26451779995615,6.45213386104633,8.29946766973602,12.1447480489576,15.6256075149181,32.6788764375414,38.1574431427251,39.8571549725654,24.6996423265843,26.3804143389677,26.8669723691908,32.5863064352582,18.2756819531272,26.5840548980448,18.3140788124188,17.4220722787836,14.0165624104724,17.1786995340214,22.2522657225967,27.6018838309112,36.0874254169334,38.1155314891067,21.2530803636057,39.3369386364231,43.2245130121271,34.895336838837,44.2488978094703,41.6866321398636,37.0032728602569,35.1518187804613
